"Date" "NHSBoard" "TotalAttendances" "Within4Hours" "Over4Hours" "Over8Hours" "Over12Hours"
"2385" 2021-09-30 "NHS Forth Valley" 7600 5269 2331 380 50
"2386" 2021-09-30 "NHS Grampian" 9136 7352 1784 178 29
"2387" 2021-09-30 "NHS Greater Glasgow & Clyde" 34306 26023 8283 1624 258
"2388" 2021-09-30 "NHS Highland" 7833 6789 1044 101 15
"2389" 2021-09-30 "NHS Lanarkshire" 17449 12073 5376 1059 211
"2390" 2021-09-30 "NHS Lothian" 24971 17416 7555 2095 800
"2391" 2021-09-30 "NHS Orkney" 532 510 22 1 1
"2392" 2021-09-30 "NHS Shetland" 531 519 12 1 0
"2393" 2021-09-30 "NHS Tayside" 7779 7252 527 15 3
"2394" 2021-09-30 "NHS Western Isles" 442 434 8 0 0
"2395" 2021-10-31 "NHS Ayrshire & Arran" 8047 6031 2016 889 497
"2396" 2021-10-31 "NHS Borders" 2376 1809 567 182 98
"2397" 2021-10-31 "NHS Dumfries & Galloway" 3510 2798 712 92 16
"2398" 2021-10-31 "NHS Fife" 6431 4911 1520 375 62
"2399" 2021-10-31 "NHS Forth Valley" 6911 4254 2657 730 161
"2400" 2021-10-31 "NHS Grampian" 8520 6627 1893 295 37
"2401" 2021-10-31 "NHS Greater Glasgow & Clyde" 32659 23833 8826 1977 480
"2402" 2021-10-31 "NHS Highland" 7263 6368 895 153 23
"2403" 2021-10-31 "NHS Lanarkshire" 16556 10760 5796 1398 279
"2404" 2021-10-31 "NHS Lothian" 23317 15812 7505 2192 982
"2405" 2021-10-31 "NHS Orkney" 457 436 21 1 0
"2406" 2021-10-31 "NHS Shetland" 544 521 23 1 0
"2407" 2021-10-31 "NHS Tayside" 7427 6877 550 13 3
"2408" 2021-10-31 "NHS Western Isles" 438 429 9 0 0
"2409" 2021-11-30 "NHS Ayrshire & Arran" 7297 5424 1873 814 429
"2410" 2021-11-30 "NHS Borders" 2217 1543 674 260 135
"2411" 2021-11-30 "NHS Dumfries & Galloway" 3259 2641 618 114 14
"2412" 2021-11-30 "NHS Fife" 6405 5106 1299 190 21
"2413" 2021-11-30 "NHS Forth Valley" 6440 4271 2169 482 92
"2414" 2021-11-30 "NHS Grampian" 8286 6177 2109 353 48
"2415" 2021-11-30 "NHS Greater Glasgow & Clyde" 31629 24255 7374 941 129
"2416" 2021-11-30 "NHS Highland" 6676 5905 771 122 29
"2417" 2021-11-30 "NHS Lanarkshire" 15886 11516 4370 869 159
"2418" 2021-11-30 "NHS Lothian" 22453 15510 6943 1962 895
"2419" 2021-11-30 "NHS Orkney" 456 441 15 0 0
"2420" 2021-11-30 "NHS Shetland" 566 547 19 0 0
"2421" 2021-11-30 "NHS Tayside" 6937 6551 386 10 3
"2422" 2021-11-30 "NHS Western Isles" 459 449 10 0 0
"2423" 2021-12-31 "NHS Ayrshire & Arran" 6843 5140 1703 740 404
"2424" 2021-12-31 "NHS Borders" 2264 1509 755 341 201
"2425" 2021-12-31 "NHS Dumfries & Galloway" 3110 2566 544 73 13
"2426" 2021-12-31 "NHS Fife" 5869 4469 1400 242 24
"2427" 2021-12-31 "NHS Forth Valley" 6006 4106 1900 293 43
"2428" 2021-12-31 "NHS Grampian" 8359 6241 2118 403 82
"2429" 2021-12-31 "NHS Greater Glasgow & Clyde" 28777 22364 6413 903 87
"2430" 2021-12-31 "NHS Highland" 6490 5630 860 131 30
"2431" 2021-12-31 "NHS Lanarkshire" 15009 10398 4611 873 148
"2432" 2021-12-31 "NHS Lothian" 20457 14161 6296 1736 808
"2433" 2021-12-31 "NHS Orkney" 458 436 22 1 0
"2434" 2021-12-31 "NHS Shetland" 603 585 18 0 0
"2435" 2021-12-31 "NHS Tayside" 6364 5993 371 14 1
"2436" 2021-12-31 "NHS Western Isles" 435 423 12 1 0
"2437" 2022-01-31 "NHS Ayrshire & Arran" 6820 5077 1743 881 563
"2438" 2022-01-31 "NHS Borders" 2142 1487 655 213 113
"2439" 2022-01-31 "NHS Dumfries & Galloway" 2964 2442 522 118 20
"2440" 2022-01-31 "NHS Fife" 5921 4566 1355 256 34
"2441" 2022-01-31 "NHS Forth Valley" 6032 4681 1351 145 33
"2442" 2022-01-31 "NHS Grampian" 8353 6252 2101 335 46
"2443" 2022-01-31 "NHS Greater Glasgow & Clyde" 28750 22111 6639 1603 409
"2444" 2022-01-31 "NHS Highland" 6349 5607 742 111 27
"2445" 2022-01-31 "NHS Lanarkshire" 15281 10372 4909 1225 238
"2446" 2022-01-31 "NHS Lothian" 20163 13996 6167 1851 845
"2447" 2022-01-31 "NHS Orkney" 478 444 34 4 1
"2448" 2022-01-31 "NHS Shetland" 541 531 10 0 0
"2449" 2022-01-31 "NHS Tayside" 6511 6169 342 8 1
"2450" 2022-01-31 "NHS Western Isles" 437 431 6 0 0
"2451" 2022-02-28 "NHS Ayrshire & Arran" 6739 4860 1879 868 542
"2452" 2022-02-28 "NHS Borders" 2203 1451 752 310 200
"2453" 2022-02-28 "NHS Dumfries & Galloway" 3183 2586 597 83 10
"2454" 2022-02-28 "NHS Fife" 6007 4986 1021 85 6
"2455" 2022-02-28 "NHS Forth Valley" 6094 4636 1458 133 15
"2456" 2022-02-28 "NHS Grampian" 8198 5991 2207 401 54
"2457" 2022-02-28 "NHS Greater Glasgow & Clyde" 28821 22035 6786 1185 308
"2458" 2022-02-28 "NHS Highland" 6259 5490 769 108 29
"2459" 2022-02-28 "NHS Lanarkshire" 15109 9590 5519 1255 253
"2460" 2022-02-28 "NHS Lothian" 19836 12847 6989 2239 1065
"2461" 2022-02-28 "NHS Orkney" 426 405 21 0 0
"2462" 2022-02-28 "NHS Shetland" 515 505 10 1 0
"2463" 2022-02-28 "NHS Tayside" 6429 5982 447 23 0
"2464" 2022-02-28 "NHS Western Isles" 475 463 12 0 0
"2465" 2022-03-31 "NHS Ayrshire & Arran" 8279 5708 2571 1268 781
"2466" 2022-03-31 "NHS Borders" 2540 1574 966 486 332
"2467" 2022-03-31 "NHS Dumfries & Galloway" 3733 2973 760 152 20
"2468" 2022-03-31 "NHS Fife" 7326 5830 1496 290 62
"2469" 2022-03-31 "NHS Forth Valley" 7253 4958 2295 654 203
"2470" 2022-03-31 "NHS Grampian" 9581 6883 2698 648 178
"2471" 2022-03-31 "NHS Greater Glasgow & Clyde" 34153 24498 9655 2401 623
"2472" 2022-03-31 "NHS Highland" 7444 6368 1076 211 48
"2473" 2022-03-31 "NHS Lanarkshire" 16950 10204 6746 2191 609
"2474" 2022-03-31 "NHS Lothian" 23716 15532 8184 2822 1385
"2475" 2022-03-31 "NHS Orkney" 515 471 44 5 1
"2476" 2022-03-31 "NHS Shetland" 554 533 21 0 0
"2477" 2022-03-31 "NHS Tayside" 7780 7246 534 19 1
"2478" 2022-03-31 "NHS Western Isles" 516 496 20 1 0
"2479" 2022-04-30 "NHS Ayrshire & Arran" 7683 5138 2545 1279 770
"2480" 2022-04-30 "NHS Borders" 2397 1440 957 492 323
"2481" 2022-04-30 "NHS Dumfries & Galloway" 3782 3134 648 94 17
"2482" 2022-04-30 "NHS Fife" 6636 5143 1493 317 73
"2483" 2022-04-30 "NHS Forth Valley" 6861 4547 2314 512 93
"2484" 2022-04-30 "NHS Grampian" 9314 6699 2615 629 159
"2485" 2022-04-30 "NHS Greater Glasgow & Clyde" 31424 22987 8437 1879 392
"2486" 2022-04-30 "NHS Highland" 7494 6462 1032 183 65
"2487" 2022-04-30 "NHS Lanarkshire" 16085 10282 5803 1478 369
"2488" 2022-04-30 "NHS Lothian" 21713 14005 7708 2676 1453
"2489" 2022-04-30 "NHS Orkney" 534 488 46 0 0
"2490" 2022-04-30 "NHS Shetland" 580 555 25 1 0
"2491" 2022-04-30 "NHS Tayside" 7739 7121 618 26 0
"2492" 2022-04-30 "NHS Western Isles" 564 545 19 0 0
"2493" 2022-05-31 "NHS Ayrshire & Arran" 8518 6225 2293 1036 582
"2494" 2022-05-31 "NHS Borders" 2630 1686 944 408 287
"2495" 2022-05-31 "NHS Dumfries & Galloway" 4136 3360 776 171 21
"2496" 2022-05-31 "NHS Fife" 7709 6032 1677 308 75
"2497" 2022-05-31 "NHS Forth Valley" 7818 5356 2462 680 147
"2498" 2022-05-31 "NHS Grampian" 10721 7796 2925 544 95
"2499" 2022-05-31 "NHS Greater Glasgow & Clyde" 35663 26372 9291 2186 523
"2500" 2022-05-31 "NHS Highland" 8991 7627 1364 305 79
"2501" 2022-05-31 "NHS Lanarkshire" 18007 11296 6711 1807 383
"2502" 2022-05-31 "NHS Lothian" 24372 16029 8343 2600 1216
"2503" 2022-05-31 "NHS Orkney" 630 600 30 2 0
"2504" 2022-05-31 "NHS Shetland" 706 669 37 1 0
"2505" 2022-05-31 "NHS Tayside" 8407 7755 652 38 3
"2506" 2022-05-31 "NHS Western Isles" 667 645 22 1 0
"2507" 2022-06-30 "NHS Ayrshire & Arran" 8451 5832 2619 1227 784
"2508" 2022-06-30 "NHS Borders" 2598 1701 897 334 204
"2509" 2022-06-30 "NHS Dumfries & Galloway" 4060 3222 838 185 35
"2510" 2022-06-30 "NHS Fife" 7806 5844 1962 359 55
"2511" 2022-06-30 "NHS Forth Valley" 7326 4595 2731 849 243
"2512" 2022-06-30 "NHS Grampian" 10560 7747 2813 683 171
"2513" 2022-06-30 "NHS Greater Glasgow & Clyde" 34596 25050 9546 2255 514
"2514" 2022-06-30 "NHS Highland" 9054 7691 1363 255 59
"2515" 2022-06-30 "NHS Lanarkshire" 17324 10020 7304 2063 575
"2516" 2022-06-30 "NHS Lothian" 23907 15777 8130 2836 1412
"2517" 2022-06-30 "NHS Orkney" 664 615 49 4 1
"2518" 2022-06-30 "NHS Shetland" 684 648 36 0 0
"2519" 2022-06-30 "NHS Tayside" 8154 7467 687 25 2
"2520" 2022-06-30 "NHS Western Isles" 659 653 6 0 0
"2521" 2022-07-31 "NHS Ayrshire & Arran" 8075 5695 2380 1215 821
"2522" 2022-07-31 "NHS Borders" 2556 1591 965 470 347
"2523" 2022-07-31 "NHS Dumfries & Galloway" 3962 3251 711 135 27
"2524" 2022-07-31 "NHS Fife" 7255 5026 2229 589 125
"2525" 2022-07-31 "NHS Forth Valley" 6990 4487 2503 931 366
"2526" 2022-07-31 "NHS Grampian" 9914 7031 2883 704 172
"2527" 2022-07-31 "NHS Greater Glasgow & Clyde" 33285 24173 9112 2214 485
"2528" 2022-07-31 "NHS Highland" 8859 7350 1509 304 61
"2529" 2022-07-31 "NHS Lanarkshire" 16513 8883 7630 2626 828
"2530" 2022-07-31 "NHS Lothian" 21968 13904 8064 2806 1392
"2531" 2022-07-31 "NHS Orkney" 612 568 44 9 2
"2532" 2022-07-31 "NHS Shetland" 622 576 46 1 0
"2533" 2022-07-31 "NHS Tayside" 7950 7217 733 32 8
"2534" 2022-07-31 "NHS Western Isles" 712 695 17 0 0
"2535" 2022-08-31 "NHS Ayrshire & Arran" 8690 6267 2423 1093 613
"2536" 2022-08-31 "NHS Borders" 2635 1630 1005 497 334
"2537" 2022-08-31 "NHS Dumfries & Galloway" 4305 3469 836 168 49
"2538" 2022-08-31 "NHS Fife" 7678 5250 2428 605 117
"2539" 2022-08-31 "NHS Forth Valley" 7217 4515 2702 994 417
"2540" 2022-08-31 "NHS Grampian" 10780 7690 3090 728 189
"2541" 2022-08-31 "NHS Greater Glasgow & Clyde" 34803 24555 10248 3013 799
"2542" 2022-08-31 "NHS Highland" 8817 7508 1309 289 81
"2543" 2022-08-31 "NHS Lanarkshire" 17268 10114 7154 2080 602
"2544" 2022-08-31 "NHS Lothian" 23366 14181 9185 3636 1913
"2545" 2022-08-31 "NHS Orkney" 655 587 68 8 2
"2546" 2022-08-31 "NHS Shetland" 647 604 43 1 0
"2547" 2022-08-31 "NHS Tayside" 8096 7358 738 19 2
"2548" 2022-08-31 "NHS Western Isles" 755 740 15 0 0
"2549" 2022-09-30 "NHS Ayrshire & Arran" 8358 5764 2594 1226 782
"2550" 2022-09-30 "NHS Borders" 2524 1713 811 247 138
"2551" 2022-09-30 "NHS Dumfries & Galloway" 4253 3215 1038 273 92
"2552" 2022-09-30 "NHS Fife" 7396 5007 2389 785 275
"2553" 2022-09-30 "NHS Forth Valley" 6985 4107 2878 1382 600
"2554" 2022-09-30 "NHS Grampian" 10397 7230 3167 934 228
"2555" 2022-09-30 "NHS Greater Glasgow & Clyde" 34489 24881 9608 2509 573
"2556" 2022-09-30 "NHS Highland" 8000 6760 1240 253 50
"2557" 2022-09-30 "NHS Lanarkshire" 16334 9259 7075 2361 875
"2558" 2022-09-30 "NHS Lothian" 22992 14009 8983 3503 1680
"2559" 2022-09-30 "NHS Orkney" 593 527 66 4 0
"2560" 2022-09-30 "NHS Shetland" 725 677 48 1 0
"2561" 2022-09-30 "NHS Tayside" 7904 7018 886 28 2
"2562" 2022-09-30 "NHS Western Isles" 623 613 10 0 0
"2563" 2022-10-31 "NHS Ayrshire & Arran" 8400 5631 2769 1437 967
"2564" 2022-10-31 "NHS Borders" 2568 1633 935 445 311
"2565" 2022-10-31 "NHS Dumfries & Galloway" 3943 3037 906 239 74
"2566" 2022-10-31 "NHS Fife" 6935 4778 2157 656 182
"2567" 2022-10-31 "NHS Forth Valley" 6591 3655 2936 1405 647
"2568" 2022-10-31 "NHS Grampian" 10199 6985 3214 946 263
"2569" 2022-10-31 "NHS Greater Glasgow & Clyde" 34130 23764 10366 3437 1155
"2570" 2022-10-31 "NHS Highland" 7887 6752 1135 302 109
"2571" 2022-10-31 "NHS Lanarkshire" 16359 8730 7629 3012 1227
"2572" 2022-10-31 "NHS Lothian" 23416 14299 9117 3757 2073
"2573" 2022-10-31 "NHS Orkney" 509 461 48 1 1
"2574" 2022-10-31 "NHS Shetland" 686 632 54 1 1
"2575" 2022-10-31 "NHS Tayside" 7634 6818 816 46 4
"2576" 2022-10-31 "NHS Western Isles" 592 579 13 0 0
"2577" 2022-11-30 "NHS Ayrshire & Arran" 7280 4880 2400 1164 756
"2578" 2022-11-30 "NHS Borders" 2426 1682 744 312 215
"2579" 2022-11-30 "NHS Dumfries & Galloway" 3536 2824 712 123 26
"2580" 2022-11-30 "NHS Fife" 6952 4872 2080 615 168
"2581" 2022-11-30 "NHS Forth Valley" 6273 3854 2419 859 236
"2582" 2022-11-30 "NHS Grampian" 9682 6798 2884 757 183
"2583" 2022-11-30 "NHS Greater Glasgow & Clyde" 34039 22509 11530 3441 886
"2584" 2022-11-30 "NHS Highland" 7257 6217 1040 229 70
"2585" 2022-11-30 "NHS Lanarkshire" 16109 8928 7181 2666 1147
"2586" 2022-11-30 "NHS Lothian" 23607 14314 9293 3555 1716
"2587" 2022-11-30 "NHS Orkney" 599 538 61 3 1
"2588" 2022-11-30 "NHS Shetland" 609 560 49 0 0
"2589" 2022-11-30 "NHS Tayside" 7213 6537 676 44 4
"2590" 2022-11-30 "NHS Western Isles" 642 628 14 1 0
"2591" 2022-12-31 "NHS Ayrshire & Arran" 7736 4923 2813 1333 858
"2592" 2022-12-31 "NHS Borders" 2487 1579 908 428 302
"2593" 2022-12-31 "NHS Dumfries & Galloway" 4112 3112 1000 295 124
"2594" 2022-12-31 "NHS Fife" 6993 4419 2574 923 375
"2595" 2022-12-31 "NHS Forth Valley" 6300 3454 2846 1260 649
"2596" 2022-12-31 "NHS Grampian" 10258 6557 3701 1470 447
"2597" 2022-12-31 "NHS Greater Glasgow & Clyde" 34443 20610 13833 4614 1611
"2598" 2022-12-31 "NHS Highland" 7797 6581 1216 258 81
"2599" 2022-12-31 "NHS Lanarkshire" 15967 7191 8776 3968 1698
"2600" 2022-12-31 "NHS Lothian" 23944 14127 9817 4586 2642
"2601" 2022-12-31 "NHS Orkney" 645 568 77 13 5
"2602" 2022-12-31 "NHS Shetland" 650 577 73 3 1
"2603" 2022-12-31 "NHS Tayside" 8011 6370 1641 162 28
"2604" 2022-12-31 "NHS Western Isles" 664 656 8 0 0
"2605" 2023-01-31 "NHS Ayrshire & Arran" 6891 4446 2445 1219 798
"2606" 2023-01-31 "NHS Borders" 2325 1505 820 343 225
"2607" 2023-01-31 "NHS Dumfries & Galloway" 3397 2692 705 210 90
"2608" 2023-01-31 "NHS Fife" 6208 4322 1886 552 189
"2609" 2023-01-31 "NHS Forth Valley" 5623 3453 2170 1030 558
"2610" 2023-01-31 "NHS Grampian" 9579 6314 3265 1179 369
"2611" 2023-01-31 "NHS Greater Glasgow & Clyde" 29759 21898 7861 2670 967
"2612" 2023-01-31 "NHS Highland" 6973 5866 1107 291 97
"2613" 2023-01-31 "NHS Lanarkshire" 14350 7771 6579 2960 1525
"2614" 2023-01-31 "NHS Lothian" 20551 12393 8158 3247 1846
"2615" 2023-01-31 "NHS Orkney" 555 485 70 13 2
"2616" 2023-01-31 "NHS Shetland" 693 601 92 4 1
"2617" 2023-01-31 "NHS Tayside" 6658 6105 553 32 0
"2618" 2023-01-31 "NHS Western Isles" 540 532 8 0 0
"2619" 2023-02-28 "NHS Ayrshire & Arran" 6625 4483 2142 1091 725
"2620" 2023-02-28 "NHS Borders" 2267 1445 822 323 194
"2621" 2023-02-28 "NHS Dumfries & Galloway" 3320 2676 644 123 36
"2622" 2023-02-28 "NHS Fife" 6015 4364 1651 449 104
"2623" 2023-02-28 "NHS Forth Valley" 5492 3451 2041 829 460
"2624" 2023-02-28 "NHS Grampian" 8637 5889 2748 716 153
"2625" 2023-02-28 "NHS Greater Glasgow & Clyde" 29935 21685 8250 1824 412
"2626" 2023-02-28 "NHS Highland" 6677 5717 960 205 65
"2627" 2023-02-28 "NHS Lanarkshire" 14196 8508 5688 1855 823
"2628" 2023-02-28 "NHS Lothian" 19655 11602 8053 3447 1940
"2629" 2023-02-28 "NHS Orkney" 502 430 72 3 1
"2630" 2023-02-28 "NHS Shetland" 624 566 58 5 1
"2631" 2023-02-28 "NHS Tayside" 6563 5975 588 27 1
"2632" 2023-02-28 "NHS Western Isles" 491 484 7 0 0
"2633" 2023-03-31 "NHS Ayrshire & Arran" 7682 5061 2621 1324 901
"2634" 2023-03-31 "NHS Borders" 2599 1528 1071 493 341
"2635" 2023-03-31 "NHS Dumfries & Galloway" 3748 2982 766 197 60
"2636" 2023-03-31 "NHS Fife" 7115 4955 2160 738 219
"2637" 2023-03-31 "NHS Forth Valley" 6663 3968 2695 1209 498
"2638" 2023-03-31 "NHS Grampian" 9767 6371 3396 1000 250
"2639" 2023-03-31 "NHS Greater Glasgow & Clyde" 34100 23795 10305 3288 1007
"2640" 2023-03-31 "NHS Highland" 7840 6646 1194 302 125
"2641" 2023-03-31 "NHS Lanarkshire" 17158 9807 7351 2519 941
"2642" 2023-03-31 "NHS Lothian" 22617 13919 8698 3496 1919
"2643" 2023-03-31 "NHS Orkney" 590 507 83 7 2
"2644" 2023-03-31 "NHS Shetland" 623 540 83 2 0
"2645" 2023-03-31 "NHS Tayside" 7615 6813 802 26 2
"2646" 2023-03-31 "NHS Western Isles" 558 551 7 0 0
"2647" 2023-04-30 "NHS Ayrshire & Arran" 7853 5489 2364 1018 568
"2648" 2023-04-30 "NHS Borders" 2539 1650 889 238 120
"2649" 2023-04-30 "NHS Dumfries & Galloway" 3813 2947 866 243 64
"2650" 2023-04-30 "NHS Fife" 6900 5018 1882 532 144
"2651" 2023-04-30 "NHS Forth Valley" 6481 4118 2363 861 292
"2652" 2023-04-30 "NHS Grampian" 10051 6923 3128 891 199
"2653" 2023-04-30 "NHS Greater Glasgow & Clyde" 32631 22613 10018 2561 549
"2654" 2023-04-30 "NHS Highland" 8050 6793 1257 298 106
"2655" 2023-04-30 "NHS Lanarkshire" 16202 9295 6907 2307 928
"2656" 2023-04-30 "NHS Lothian" 21326 13457 7869 2433 1040
"2657" 2023-04-30 "NHS Orkney" 596 534 62 5 0
"2658" 2023-04-30 "NHS Shetland" 617 560 57 6 1
"2659" 2023-04-30 "NHS Tayside" 7227 6545 682 11 1
"2660" 2023-04-30 "NHS Western Isles" 650 642 8 1 1
"2661" 2023-05-31 "NHS Ayrshire & Arran" 8668 6126 2542 1084 611
"2662" 2023-05-31 "NHS Borders" 2894 1919 975 310 174
"2663" 2023-05-31 "NHS Dumfries & Galloway" 4189 3455 734 158 40
"2664" 2023-05-31 "NHS Fife" 7850 5848 2002 459 104
"2665" 2023-05-31 "NHS Forth Valley" 7514 4842 2672 973 294
"2666" 2023-05-31 "NHS Grampian" 10985 7747 3238 834 159
"2667" 2023-05-31 "NHS Greater Glasgow & Clyde" 36051 25753 10298 2415 402
"2668" 2023-05-31 "NHS Highland" 9018 7619 1399 279 103
"2669" 2023-05-31 "NHS Lanarkshire" 17332 10003 7329 2636 1126
"2670" 2023-05-31 "NHS Lothian" 23594 15309 8285 2022 696
"2671" 2023-05-31 "NHS Orkney" 667 570 97 13 7
"2672" 2023-05-31 "NHS Shetland" 698 633 65 0 0
"2673" 2023-05-31 "NHS Tayside" 8301 7540 761 18 0
"2674" 2023-05-31 "NHS Western Isles" 706 704 2 0 0
